,Names,Price,Rating,Total_reviews,Storage,Display,Camera,Battery,Processor,Warranty
0,"Google Pixel 8 (Mint, 128 GB)","₹75,999",4.3,"1,454 Ratings & 239 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
1,"Google Pixel 7 (Snow, 128 GB)","₹46,999",4.3,"13,323 Ratings & 1,633 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
2,"POCO C55 (Cool Blue, 128 GB)","₹6,499",4.2,"1,19,700 Ratings & 7,289 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
3,"POCO C55 (Power Black, 128 GB)","₹6,499",4.2,"1,19,700 Ratings & 7,289 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
4,"Motorola G34 5G (Ocean Green, 128 GB)","₹11,999",4.2,"12,852 Ratings & 1,601 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
5,"POCO C55 (Forest Green, 128 GB)","₹6,499",4.2,"1,19,700 Ratings & 7,289 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
6,"Motorola G34 5G (Charcoal Black, 128 GB)","₹11,999",4.2,"12,852 Ratings & 1,601 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
7,"Google Pixel 7 Pro (Snow, 128 GB)","₹65,999",4.3,"5,279 Ratings & 738 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
8,"POCO C51 (Royal Blue, 64 GB)","₹5,499",4,"1,90,137 Ratings & 10,661 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
9,"POCO C51 (Royal Blue, 128 GB)","₹5,999",4.1,"7,363 Ratings & 405 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
10,"Motorola G34 5G (Ice Blue, 128 GB)","₹11,999",4.2,"12,852 Ratings & 1,601 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
11,"POCO C51 (Power Black, 64 GB)","₹5,499",4,"1,90,137 Ratings & 10,661 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
12,"Motorola g54 5G (Midnight Blue, 128 GB)","₹13,999",4.2,"70,216 Ratings & 6,978 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
13,"Infinix SMART 8 (Rainbow Blue, 128 GB)","₹8,699",4.4,"1,298 Ratings & 94 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
14,"POCO C55 (Power Black, 64 GB)","₹5,999",4.2,"1,09,920 Ratings & 6,837 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
15,"Infinix SMART 8 (Timber Black, 128 GB)","₹8,699",4.4,"1,298 Ratings & 94 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
16,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹19,594",4.4,"58,468 Ratings & 4,116 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
17,"Infinix SMART 8 (Shiny Gold, 64 GB)","₹7,099",4.3,"6,995 Ratings & 608 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
18,"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹7,099",4.3,"6,995 Ratings & 608 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
19,"vivo T2x 5G (Glimmer Black, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
20,"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
21,"vivo T2x 5G (Aurora Gold, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
22,"vivo T2x 5G (Marine Blue, 128 GB)","₹14,999",4.3,"64,562 Ratings & 3,891 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
23,"vivo T2x 5G (Glimmer Black, 128 GB)","₹14,999",4.3,"64,562 Ratings & 3,891 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
24,"Google Pixel 8 (Obsidian, 128 GB)","₹75,999",4.3,"1,454 Ratings & 239 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
25,"Google Pixel 7 (Snow, 128 GB)","₹46,999",4.3,"13,323 Ratings & 1,633 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
26,"Motorola G34 5G (Ocean Green, 128 GB)","₹11,999",4.2,"12,852 Ratings & 1,601 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
27,"POCO C55 (Cool Blue, 128 GB)","₹6,499",4.2,"1,19,700 Ratings & 7,289 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
28,"POCO C55 (Power Black, 128 GB)","₹6,499",4.2,"1,19,700 Ratings & 7,289 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
29,"POCO C55 (Forest Green, 128 GB)","₹6,499",4.2,"1,19,700 Ratings & 7,289 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
30,"Motorola G34 5G (Charcoal Black, 128 GB)","₹11,999",4.2,"12,852 Ratings & 1,601 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
31,"Google Pixel 7 Pro (Snow, 128 GB)","₹65,999",4.3,"5,279 Ratings & 738 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
32,"POCO C51 (Royal Blue, 64 GB)","₹5,499",4,"1,90,137 Ratings & 10,661 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
33,"Motorola G34 5G (Ice Blue, 128 GB)","₹11,999",4.2,"12,852 Ratings & 1,601 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
34,"POCO C51 (Royal Blue, 128 GB)","₹5,999",4.1,"7,363 Ratings & 405 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
35,"POCO C51 (Power Black, 64 GB)","₹5,499",4,"1,90,137 Ratings & 10,661 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
36,"POCO C55 (Power Black, 64 GB)","₹5,999",4.2,"1,09,920 Ratings & 6,837 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
37,"Infinix SMART 8 (Galaxy White, 128 GB)","₹8,699",4.4,"1,298 Ratings & 94 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
38,"Infinix SMART 8 (Shiny Gold, 128 GB)","₹8,699",4.4,"1,298 Ratings & 94 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
39,"vivo T2x 5G (Marine Blue, 128 GB)","₹14,999",4.3,"64,562 Ratings & 3,891 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
40,"vivo T2x 5G (Aurora Gold, 128 GB)","₹14,999",4.3,"64,562 Ratings & 3,891 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
41,"Infinix SMART 8 (Timber Black, 128 GB)","₹8,699",4.4,"1,298 Ratings & 94 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
42,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹19,594",4.4,"58,468 Ratings & 4,116 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
43,"Infinix SMART 8 (Shiny Gold, 64 GB)","₹7,099",4.3,"6,995 Ratings & 608 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
44,"Infinix SMART 8 (Galaxy White, 64 GB)","₹7,099",4.3,"6,995 Ratings & 608 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
45,"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹7,099",4.3,"6,995 Ratings & 608 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
46,"vivo T2x 5G (Glimmer Black, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
47,"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 10.5MP Front Camera,4575 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty
48,"vivo T2x 5G (Glimmer Black, 128 GB)","₹14,999",4.3,"64,562 Ratings & 3,891 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
49,"vivo T2x 5G (Glimmer Black, 128 GB)","₹11,999",4.4,"1,60,414 Ratings & 8,570 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
50,"Google Pixel 8 (Obsidian, 128 GB)","₹75,999",4.3,"1,454 Ratings & 239 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
51,"Google Pixel 7 (Snow, 128 GB)","₹46,999",4.3,"13,323 Ratings & 1,633 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
52,"Motorola g54 5G (Mint Green, 128 GB)","₹13,999",4.2,"70,216 Ratings & 6,978 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
53,"vivo T2x 5G (Aurora Gold, 128 GB)","₹11,999",4.4,"1,60,414 Ratings & 8,570 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
54,"Google Pixel 7 Pro (Snow, 128 GB)","₹65,999",4.3,"5,279 Ratings & 738 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
55,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹18,179",4.4,"58,468 Ratings & 4,116 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
56,"vivo T2x 5G (Marine Blue, 128 GB)","₹11,999",4.4,"1,60,414 Ratings & 8,570 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
57,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹18,349",4.4,"58,468 Ratings & 4,116 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
58,"Infinix SMART 8 (Timber Black, 64 GB)","₹7,099",4.3,"6,995 Ratings & 608 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
59,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹18,347",4.4,"58,468 Ratings & 4,116 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
60,"Motorola g54 5G (Midnight Blue, 128 GB)","₹13,999",4.2,"70,216 Ratings & 6,978 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
61,"REDMI 13C (Starfrost White, 128 GB)","₹8,799",4.2,"1,070 Ratings & 65 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
62,"Motorola g54 5G (Mint Green, 256 GB)","₹15,999",4.2,"63,194 Ratings & 5,961 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
63,"REDMI A2 (Aqua Blue, 64 GB)","₹5,299",4.2,"7,573 Ratings & 433 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
64,"REDMI 13C (Stardust Black, 128 GB)","₹7,999",4.3,"1,914 Ratings & 131 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
65,"Motorola g54 5G (Midnight Blue, 256 GB)","₹15,999",4.2,"63,194 Ratings & 5,961 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
66,"REDMI A2 (Classic Black, 64 GB)","₹5,299",4.2,"7,573 Ratings & 433 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
67,"REDMI 13C (Stardust Black, 128 GB)","₹8,799",4.2,"1,070 Ratings & 65 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
68,"POCO C55 (Forest Green, 64 GB)","₹5,999",4.2,"1,09,920 Ratings & 6,837 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
69,"REDMI A2 (Sea Green, 64 GB)","₹5,299",4.2,"7,573 Ratings & 433 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
70,"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹12,195",4.2,"16,655 Ratings & 1,149 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
71,"POCO C65 (Pastel Green, 128 GB)","₹7,499",4.2,"8,103 Ratings & 627 Reviews",8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories
72,"vivo T2 5G (Velocity Wave, 128 GB)","₹15,999",4.4,"99,184 Ratings & 6,537 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
73,"vivo T2x 5G (Sunstone Orange, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
74,"Google Pixel 8 (Obsidian, 128 GB)","₹75,999",4.3,"1,454 Ratings & 239 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
75,"Google Pixel 7 (Snow, 128 GB)","₹46,999",4.3,"13,323 Ratings & 1,633 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
76,"vivo T2x 5G (Black Gladiator, 128 GB)","₹12,999",4.4,"3,60,534 Ratings & 20,298 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
77,"REDMI 13C (Starshine Green, 128 GB)","₹7,999",4.3,"1,914 Ratings & 131 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
78,"REDMI A2 (Aqua Blue, 64 GB)","₹6,599",4.2,"20,383 Ratings & 1,173 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
79,"MOTOROLA g24 Power (Ink blue, 128 GB)","₹8,999",4.2,889 Ratings & 91 Reviews,6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
80,"Google Pixel 7 Pro (Snow, 128 GB)","₹65,999",4.3,"5,279 Ratings & 738 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
81,"REDMI 13C (Starshine Green, 128 GB)","₹8,799",4.2,"1,070 Ratings & 65 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
82,"Infinix SMART 8 (Rainbow Blue, 128 GB)","₹8,699",4.4,"1,298 Ratings & 94 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
83,"Motorola g84 5G (Viva Magenta, 256 GB)","₹17,999",4.2,"32,933 Ratings & 3,437 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
84,"realme 11x 5G (Midnight Black, 128 GB)","₹12,999",4.4,"1,20,607 Ratings & 7,719 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
85,"realme 11x 5G (Purple Dawn, 128 GB)","₹12,999",4.4,"1,20,607 Ratings & 7,719 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
86,"realme 11x 5G (Midnight Black, 128 GB)","₹13,999",4.3,"14,839 Ratings & 979 Reviews",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor,1 Year of Device & 6 Months for Inbox Accessories
