,Names,Price,Rating,Total_reviews,Storage,Display,Camera,Battery,Processor,Warranty
0,"Infinix SMART 7 (Night Black, 64 GB)","₹7,299",4.2,"22,944 Ratings & 1,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
1,"Infinix SMART 7 (Azure Blue, 64 GB)","₹7,299",4.2,"22,944 Ratings & 1,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
2,"Infinix SMART 7 (Emerald Green, 64 GB)","₹7,299",4.2,"22,944 Ratings & 1,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
3,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","₹9,699",4.3,"1,45,916 Ratings & 8,376 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
4,"Infinix HOT 20 Play (Luna Blue, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
5,"Infinix HOT 30i (Mirror Black, 64 GB)","₹8,199",4.2,"3,215 Ratings & 203 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
6,"POCO C51 (Royal Blue, 64 GB)","₹6,999",4.4,"8,518 Ratings & 266 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
7,"Infinix HOT 30i (Diamond White, 128 GB)","₹9,299",4.2,"11,505 Ratings & 782 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
8,"Infinix HOT 20 Play (Aurora Green, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
9,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
10,"Infinix HOT 20 Play (Racing Black, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
11,"Infinix HOT 30i (Mirror Black, 128 GB)","₹9,299",4.2,"11,505 Ratings & 782 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
12,"Infinix HOT 30i (Glacier Blue, 128 GB)","₹9,299",4.2,"11,505 Ratings & 782 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
13,"Infinix HOT 30i (Glacier Blue, 64 GB)","₹8,199",4.2,"3,215 Ratings & 203 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
14,"Infinix HOT 30i (Diamond White, 64 GB)","₹8,199",4.2,"3,215 Ratings & 203 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
15,"APPLE iPhone 13 (Midnight, 128 GB)","₹61,999",4.7,"2,18,167 Ratings & 11,434 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
16,"MOTOROLA G32 (Satin Silver, 128 GB)","₹11,999",4.1,"12,861 Ratings & 1,071 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
17,"MOTOROLA e13 (Aurora Green, 64 GB)","₹7,499",4,"19,589 Ratings & 1,629 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
18,"POCO C55 (Cool Blue, 64 GB)","₹7,999",4.2,"16,713 Ratings & 910 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
19,"POCO C50 (Royal Blue, 32 GB)","₹5,699",4.2,"27,537 Ratings & 1,220 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
20,"MOTOROLA g13 (Matte Charcoal, 128 GB)","₹9,999",3.9,"13,369 Ratings & 1,312 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
21,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹15,499",4.3,"1,87,287 Ratings & 14,515 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
22,"POCO M5 (Icy Blue, 64 GB)","₹8,999",4.2,"5,265 Ratings & 392 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
23,"POCO C51 (Power Black, 64 GB)","₹6,999",4.4,"8,518 Ratings & 266 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
24,"Infinix SMART 7 (Night Black, 64 GB)","₹7,299",4.2,"22,944 Ratings & 1,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
25,"Infinix SMART 7 (Azure Blue, 64 GB)","₹7,299",4.2,"22,944 Ratings & 1,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
26,"Infinix SMART 7 (Emerald Green, 64 GB)","₹7,299",4.2,"22,944 Ratings & 1,263 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
27,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)","₹9,699",4.3,"1,45,916 Ratings & 8,376 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
28,"Infinix HOT 20 Play (Aurora Green, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
29,"Infinix HOT 20 Play (Fantasy Purple, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
30,"Infinix HOT 20 Play (Racing Black, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
31,"Infinix HOT 20 Play (Luna Blue, 64 GB)","₹8,199",4.4,"21,895 Ratings & 1,151 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
32,"Infinix HOT 30i (Mirror Black, 64 GB)","₹8,199",4.2,"3,215 Ratings & 203 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
33,"POCO C51 (Royal Blue, 64 GB)","₹6,999",4.4,"8,518 Ratings & 266 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
34,"Infinix HOT 30i (Diamond White, 128 GB)","₹9,299",4.2,"11,505 Ratings & 782 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
35,"Infinix HOT 30i (Mirror Black, 128 GB)","₹9,299",4.2,"11,505 Ratings & 782 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
36,"Infinix HOT 30i (Glacier Blue, 128 GB)","₹9,299",4.2,"11,505 Ratings & 782 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
37,"Infinix HOT 30i (Glacier Blue, 64 GB)","₹8,199",4.2,"3,215 Ratings & 203 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
38,"Infinix HOT 30i (Diamond White, 64 GB)","₹8,199",4.2,"3,215 Ratings & 203 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
39,"APPLE iPhone 13 (Midnight, 128 GB)","₹61,999",4.7,"2,18,167 Ratings & 11,434 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
40,"MOTOROLA G32 (Satin Silver, 128 GB)","₹11,999",4.1,"12,861 Ratings & 1,071 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
41,"MOTOROLA e13 (Aurora Green, 64 GB)","₹7,499",4,"19,589 Ratings & 1,629 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
42,"POCO C55 (Cool Blue, 64 GB)","₹7,999",4.2,"16,713 Ratings & 910 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
43,"POCO C50 (Royal Blue, 32 GB)","₹5,699",4.2,"27,537 Ratings & 1,220 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
44,"MOTOROLA g13 (Matte Charcoal, 128 GB)","₹9,999",3.9,"13,369 Ratings & 1,312 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
45,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹15,499",4.3,"1,87,287 Ratings & 14,515 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
46,"POCO M5 (Icy Blue, 64 GB)","₹8,999",4.2,"5,265 Ratings & 392 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
47,"POCO C51 (Power Black, 64 GB)","₹6,999",4.4,"8,518 Ratings & 266 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories
48,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","₹10,699",4.3,"1,45,916 Ratings & 8,376 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
49,"realme C35 (Glowing Black, 128 GB)","₹10,699",4.4,"1,85,887 Ratings & 10,324 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
50,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","₹9,699",4.3,"1,45,916 Ratings & 8,376 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
51,"POCO C55 (Cool Blue, 128 GB)","₹9,499",4.1,"10,051 Ratings & 529 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
52,"POCO C50 (Country Green, 32 GB)","₹5,699",4.2,"27,537 Ratings & 1,220 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
53,"POCO M5 (Power Black, 64 GB)","₹8,999",4.2,"5,265 Ratings & 392 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
54,"POCO M4 5G (Yellow, 64 GB)","₹11,999",4.2,"73,115 Ratings & 5,191 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
55,"vivo T2x 5G (Aurora Gold, 128 GB)","₹15,999",4.4,"5,484 Ratings & 278 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
56,"vivo T2x 5G (Glimmer Black, 128 GB)","₹15,999",4.4,"5,484 Ratings & 278 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
57,"vivo T2x 5G (Marine Blue, 128 GB)","₹15,999",4.4,"5,484 Ratings & 278 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
58,"vivo T2x 5G (Glimmer Black, 128 GB)","₹13,999",4.5,"21,303 Ratings & 1,054 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
59,"vivo T2x 5G (Aurora Gold, 128 GB)","₹13,999",4.5,"21,303 Ratings & 1,054 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
60,"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",4.5,"13,057 Ratings & 632 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
61,"vivo T2x 5G (Aurora Gold, 128 GB)","₹12,999",4.5,"13,057 Ratings & 632 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
62,"APPLE iPhone 13 (Starlight, 128 GB)","₹62,999",4.7,"2,18,167 Ratings & 11,434 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
63,"POCO C55 (Power Black, 64 GB)","₹7,999",4.2,"16,713 Ratings & 910 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
64,"MOTOROLA e32 (Arctic Blue, 64 GB)","₹8,499",3.9,"3,121 Ratings & 250 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
65,"POCO C50 (Country Green, 32 GB)","₹6,499",4.1,"9,755 Ratings & 601 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
66,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹15,499",4.3,"1,87,287 Ratings & 14,515 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
67,"realme C55 (Rainforest, 128 GB)","₹13,999",4.4,"9,012 Ratings & 514 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
68,"realme C55 (Sunshower, 128 GB)","₹13,999",4.4,"9,012 Ratings & 514 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
69,"realme C55 (Rainforest, 64 GB)","₹10,999",4.4,"26,630 Ratings & 1,582 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
70,"realme C55 (Rainy Night, 64 GB)","₹10,999",4.4,"26,630 Ratings & 1,582 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
71,"realme C55 (Sunshower, 64 GB)","₹10,999",4.4,"26,630 Ratings & 1,582 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase
72,"realme C55 (Rainy Night, 64 GB)","₹10,999",4.4,"26,630 Ratings & 1,582 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
73,"realme C55 (Sunshower, 64 GB)","₹10,999",4.4,"26,630 Ratings & 1,582 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
74,Nokia 105 SS,"₹1,299",4.2,"19,539 Ratings & 1,448 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
